im_path,label
CAFE_SN10615_Frame_3.png,1.0
CAFE_SN10629_Frame_6.png,1.0
CAFE_SN11131_Frame_5.png,3.0
CAFE_SN11068_Frame_4.png,3.0
CAFE_SN10523_Frame_8.png,1.0
CAFE_SN11143_Frame_1.png,3.0
CAFE_SN11131_Frame_4.png,3.0
CAFE_SN10554_Frame_3.png,1.0
CAFE_SN10068_Frame_6.png,0.0
CAFE_SN9999_Frame_9.png,0.0
CAFE_SN10574_Frame_8.png,1.0
CAFE_SN11117_Frame_8.png,3.0
CAFE_SN10604_Frame_5.png,1.0
CAFE_SN10614_Frame_2.png,1.0
CAFE_SN11113_Frame_8.png,3.0
CAFE_SN11136_Frame_2.png,3.0
CAFE_SN10604_Frame_2.png,1.0
CAFE_SN10612_Frame_8.png,1.0
CAFE_SN10581_Frame_6.png,1.0
CAFE_SN11004_Frame_1.png,2.0
CAFE_SN10631_Frame_6.png,1.0
CAFE_SN10581_Frame_7.png,1.0
CAFE_SN11095_Frame_2.png,3.0
CAFE_SN10082_Frame_8.png,0.0
CAFE_SN11070_Frame_7.png,3.0
CAFE_SN10971_Frame_9.png,2.0
CAFE_SN9977_Frame_2.png,0.0
CAFE_SN11016_Frame_3.png,2.0
CAFE_SN11092_Frame_3.png,3.0
CAFE_SN11016_Frame_8.png,2.0
CAFE_SN9990_Frame_6.png,0.0
CAFE_SN10051_Frame_4.png,0.0
CAFE_SN10580_Frame_2.png,1.0
CAFE_SN10070_Frame_9.png,0.0
CAFE_SN10043_Frame_7.png,0.0
CAFE_SN11011_Frame_7.png,2.0
CAFE_SN11125_Frame_4.png,3.0
CAFE_SN11136_Frame_6.png,3.0
CAFE_SN10580_Frame_8.png,1.0
CAFE_SN9995_Frame_8.png,0.0
CAFE_SN10068_Frame_4.png,0.0
CAFE_SN10626_Frame_9.png,1.0
CAFE_SN11164_Frame_5.png,3.0
CAFE_SN11143_Frame_8.png,3.0
CAFE_SN9990_Frame_7.png,0.0
CAFE_SN10070_Frame_5.png,0.0
CAFE_SN11143_Frame_3.png,3.0
CAFE_SN10977_Frame_7.png,2.0
CAFE_SN10629_Frame_7.png,1.0
CAFE_SN11124_Frame_8.png,3.0
CAFE_SN10629_Frame_9.png,1.0
CAFE_SN11066_Frame_4.png,3.0
CAFE_SN11141_Frame_1.png,3.0
CAFE_SN11017_Frame_9.png,2.0
CAFE_SN10630_Frame_7.png,1.0
CAFE_SN11164_Frame_4.png,3.0
CAFE_SN11066_Frame_3.png,3.0
CAFE_SN11088_Frame_2.png,3.0
CAFE_SN11095_Frame_1.png,3.0
CAFE_SN10626_Frame_1.png,1.0
CAFE_SN10603_Frame_4.png,1.0
CAFE_SN11142_Frame_8.png,3.0
CAFE_SN10620_Frame_8.png,1.0
CAFE_SN10630_Frame_6.png,1.0
CAFE_SN11109_Frame_8.png,3.0
CAFE_SN10093_Frame_6.png,0.0
CAFE_SN10559_Frame_3.png,1.0
CAFE_SN11108_Frame_1.png,3.0
CAFE_SN11137_Frame_8.png,3.0
CAFE_SN10605_Frame_7.png,1.0
CAFE_SN10583_Frame_7.png,1.0
CAFE_SN10522_Frame_5.png,1.0
CAFE_SN10556_Frame_6.png,1.0
CAFE_SN10083_Frame_5.png,0.0
CAFE_SN10049_Frame_2.png,0.0
CAFE_SN10049_Frame_4.png,0.0
